+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                     ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub|subtract                                                                                                                    ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub                                                                                                                             ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub|subtract                                                                                                                    ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub                                                                                                                             ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub|subtract                                                                                                                    ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub                                                                                                                             ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub|subtract                                                                                                                    ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub                                                                                                                             ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min                                                                                                                                    ; 34    ; 0              ; 2            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                                    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                                      ; 72    ; 5              ; 0            ; 5              ; 66     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                            ; 148   ; 0              ; 1            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_burst_adapter                                                                                                                                                                                           ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|router_001|the_default_decode                                                                                                                                                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|router_001                                                                                                                                                                                                                     ; 147   ; 0              ; 2            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|router|the_default_decode                                                                                                                                                                                                      ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|router                                                                                                                                                                                                                         ; 183   ; 2              ; 3            ; 2              ; 182    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_agent_rsp_fifo                                                                                                                                                                                          ; 187   ; 39             ; 0            ; 39             ; 146    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_agent|uncompressor                                                                                                                                                                                      ; 85    ; 1              ; 0            ; 1              ; 83     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_agent                                                                                                                                                                                                   ; 368   ; 39             ; 38           ; 39             ; 434    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_rxm_bar4_agent                                                                                                                                                                                              ; 334   ; 29             ; 119          ; 29             ; 247    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_cra_translator                                                                                                                                                                                              ; 147   ; 5              ; 50           ; 5              ; 87     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2|pcie_cv_hip_avmm_0_rxm_bar4_translator                                                                                                                                                                                         ; 222   ; 9              ; 0            ; 9              ; 216    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_2                                                                                                                                                                                                                                ; 180   ; 0              ; 0            ; 0              ; 119    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|avalon_st_adapter|error_adapter_0                                                                                                                                                                                              ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|avalon_st_adapter                                                                                                                                                                                                              ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser_001|clock_xer|out_to_in_synchronizer                                                                                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser_001|clock_xer|in_to_out_synchronizer                                                                                                                                                                                   ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser_001|clock_xer                                                                                                                                                                                                          ; 186   ; 0              ; 0            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser_001                                                                                                                                                                                                                    ; 188   ; 2              ; 0            ; 2              ; 182    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser|clock_xer|out_to_in_synchronizer                                                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser|clock_xer|in_to_out_synchronizer                                                                                                                                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser|clock_xer                                                                                                                                                                                                              ; 186   ; 0              ; 0            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|crosser                                                                                                                                                                                                                        ; 188   ; 2              ; 0            ; 2              ; 182    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_cmd_width_adapter                                                                                                                                                                            ; 187   ; 3              ; 0            ; 3              ; 146    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_rsp_width_adapter|uncompressor                                                                                                                                                               ; 85    ; 4              ; 0            ; 4              ; 78     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_rsp_width_adapter                                                                                                                                                                            ; 151   ; 3              ; 0            ; 3              ; 182    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|rsp_mux                                                                                                                                                                                                                        ; 184   ; 0              ; 2            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|rsp_demux                                                                                                                                                                                                                      ; 184   ; 1              ; 2            ; 1              ; 182    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|cmd_mux                                                                                                                                                                                                                        ; 184   ; 0              ; 2            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|cmd_demux                                                                                                                                                                                                                      ; 184   ; 1              ; 2            ; 1              ; 182    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub                                                                                                                  ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|db_sub                                                                                                                  ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|da_sub                                                                                                                  ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|bc_sub                                                                                                                  ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ac_sub                                                                                                                  ; 22    ; 11             ; 0            ; 11             ; 11     ; 11              ; 11            ; 11              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub|subtract                                                                                                         ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|ab_sub                                                                                                                  ; 22    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min                                                                                                                         ; 34    ; 0              ; 2            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_burstwrap_increment                                                                                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|align_address_to_size                                                                                                           ; 72    ; 5              ; 0            ; 5              ; 66     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter                                                                                                                                 ; 148   ; 0              ; 1            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_burst_adapter                                                                                                                                                                                ; 148   ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|router_001|the_default_decode                                                                                                                                                                                                  ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|router_001                                                                                                                                                                                                                     ; 147   ; 0              ; 2            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|router|the_default_decode                                                                                                                                                                                                      ; 0     ; 2              ; 0            ; 2              ; 2      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|router                                                                                                                                                                                                                         ; 183   ; 2              ; 3            ; 2              ; 182    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_agent_rdata_fifo                                                                                                                                                                             ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_agent_rsp_fifo                                                                                                                                                                               ; 187   ; 39             ; 0            ; 39             ; 146    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_agent|uncompressor                                                                                                                                                                           ; 85    ; 1              ; 0            ; 1              ; 83     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_agent                                                                                                                                                                                        ; 368   ; 39             ; 38           ; 39             ; 434    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|pcie_cv_hip_avmm_0_rxm_bar2_agent                                                                                                                                                                                              ; 334   ; 29             ; 119          ; 29             ; 247    ; 29              ; 29            ; 29              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|alt_xcvr_reconfig_0_reconfig_mgmt_translator                                                                                                                                                                                   ; 147   ; 5              ; 57           ; 5              ; 75     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1|pcie_cv_hip_avmm_0_rxm_bar2_translator                                                                                                                                                                                         ; 222   ; 9              ; 0            ; 9              ; 216    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_1                                                                                                                                                                                                                                ; 182   ; 0              ; 0            ; 0              ; 107    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                                                                                                                                                              ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|avalon_st_adapter                                                                                                                                                                                                              ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|onchip_memory2_0_s1_cmd_width_adapter                                                                                                                                                                                          ; 187   ; 3              ; 0            ; 3              ; 146    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|onchip_memory2_0_s1_rsp_width_adapter|uncompressor                                                                                                                                                                             ; 85    ; 4              ; 0            ; 4              ; 78     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|onchip_memory2_0_s1_rsp_width_adapter                                                                                                                                                                                          ; 151   ; 3              ; 0            ; 3              ; 182    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|rsp_mux                                                                                                                                                                                                                        ; 184   ; 0              ; 2            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|rsp_demux                                                                                                                                                                                                                      ; 184   ; 1              ; 2            ; 1              ; 182    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|cmd_mux                                                                                                                                                                                                                        ; 184   ; 0              ; 2            ; 0              ; 182    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|cmd_demux                                                                                                                                                                                                                      ; 184   ; 1              ; 2            ; 1              ; 182    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top|mm_interconnect_0|onchip_memory2_0_s1_burst_adapter|altera_merlin_burst_adapter_13_1.burst_adapter|the_min|dc_sub|subtract                                                                                                                       ; 23    ; 1              ; 0            ; 1              ; 11     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
